area,g1,Area/100,g1_ponderado
0.73167115,10.916422822977113,0.0073167115,0.079872316407739
0.6906033,4.41349306971051,0.006906033,0.030479728784692
0.6483516,0.7111247876463138,0.006483516,0.004610588938701
0.706369,5.519592333327256,0.00706369,0.038988689169
0.54193723,5.861252358018532,0.0054193723,0.031764308672355
0.80360997,8.370902445077508,0.0080360997,0.067269406627617
0.8270846,9.377594471120517,0.008270846,0.077560639721089
0.6971349,2.2048019024013645,0.006971349,0.015370443537504
1.3466069,7.5351778546589685,0.013466069,0.10146922491811
2.6440215,3.4845242078242022,0.026440215,0.092131569227577
1.377101,6.140070330322266,0.01377101,0.084554969919571
0.7347951,12.224404117506076,0.007347951,0.089824322459633
8.936978,6.604196709100652,0.08936978,0.590215606969049
1.4781353,2.108955859688004,0.014781353,0.031173221023467
0.8266058,1.3520368816720028,0.008266058,0.01117601528204
3.8011014,12.988678573855683,0.038011014,0.493712843112328
4.8224826,7.112198024486796,0.048224826,0.342984512208419
2.255165,10.253017118501425,0.02255165,0.231222453500453
3.5394073,1.2398099813392074,0.035394073,0.043881924985649
0.9815042,5.685100331525832,0.009815042,0.05579949852814
0.71525764,4.565774413457177,0.0071525764,0.032657050317418
1.1670029,3.1177075204155655,0.011670029,0.036383737176768
0.911682,5.757401553665325,0.00911682,0.052489193632487
3.0679023,1.607503936013389,0.030679023,0.049316650225545
1.499238,3.5290145218767828,0.01499238,0.052908326737495
1.7443815,3.4147964334915266,0.017443815,0.059567077248486
1.4272825,8.005688296072195,0.014272825,0.114263788054387
1.354506,5.387859260504866,0.01354506,0.072978876955094
1.0954686,7.809528311512154,0.010954686,0.085550930460726
0.0,6.573639032827221,0,0
3.5866852,0.5059817197388552,0.035866852,0.018147971456579
2.083216,3.305738060973362,0.02083216,0.068865664204287
4.0647683,4.815547500948319,0.040647683,0.195740848289989
1.92377,7.102069166474998,0.0192377,0.136627476003896
0.7681872,13.691142306032837,0.007681872,0.105173602728729
1.4504462,1.3155593197113924,0.014504462,0.0190814801615
1.7772111,11.299838451975155,0.017772111,0.200821983250571
0.7644879,2.251570352078031,0.007644879,0.017212982901624
2.252369,7.358299616326422,0.02252369,0.165736059485255
7.6448827,2.6926636000332484,0.076448827,0.205850973728139
0.8606591,7.593476226771437,0.008606591,0.065353944152045
0.6918643,11.398049805213375,0.006918643,0.078859037498491
2.49048,1.492634850603476,0.0249048,0.03717377242731
1.7771887,4.251906630078841,0.017771887,0.075564404164312
8.974122,2.199558342530936,0.08974122,0.197391049119904
1.1808606,6.893691487155621,0.011808606,0.081404886657375
1.543448,9.296807554727627,0.01543448,0.143491390267292
1.1818981,2.6198239709027957,0.011818981,0.030963649735445
1.853825,3.0223063939849917,0.01853825,0.056028271508292
1.756238,6.865280256271357,0.01756238,0.120570660667135
